H	3	1024	"2018-04-13 08:47:25"	726	0.31
C	0.000000	0.001037	0.000000	"MeV"
521	29
522	20
523	20
524	33
525	30
526	30
527	37
528	22
529	30
530	26
531	21
532	23
533	22
534	24
535	14
536	35
537	23
538	23
539	29
540	22
541	25
542	30
543	29
544	13
545	28
546	22
547	32
548	29
549	22
550	20
551	32
552	30
553	32
554	30
555	26
556	23
557	26
558	29
559	21
560	28
561	25
562	25
563	24
564	25
565	31
566	33
567	27
568	29
569	25
570	18
571	20
572	18
573	24
574	30
575	23
576	25
577	32
578	25
579	35
580	28
581	18
582	24
583	21
584	31
585	28
586	37
587	32
588	29
589	34
590	45
591	42
592	40
593	47
594	45
595	51
596	67
597	54
598	50
599	65
600	70
601	66
602	80
603	69
604	47
605	53
606	39
607	35
608	34
609	19
610	22
611	17
612	14
613	7
614	9
615	5
616	8
617	5
618	4
619	5
620	7
621	4
622	10
623	7
624	10
625	5
626	7
627	6
628	15
629	11
630	9
631	22
632	11
633	7
634	16
635	9
636	9
637	14
638	6
639	5
640	6
641	2
642	4
643	4
644	0
645	3
646	0
647	0
648	1
649	1
650	1
651	0
652	1
653	0
654	1
655	0
656	2
657	1
658	2
659	1
660	3
661	0
662	0
663	3
664	0
665	0
666	1
667	1
668	1
669	0
670	0
671	0
672	2
673	1
674	1
675	0
676	0
677	1
678	0
679	0
680	2
681	0
682	0
683	0
684	1
685	1
686	1
687	1
688	0
689	0
690	1
691	0
692	1
693	1
694	0
695	1
696	0
697	0
698	0
699	1
700	0
701	0
702	2
703	0
704	0
705	1
706	0
707	0
708	0
709	0
710	0
711	0
712	0
713	0
714	0
715	0
716	0
717	0
718	0
719	0
720	0
721	1
722	0
723	0
724	1
725	0
726	0
727	0
728	0
729	0
730	0
731	0
732	0
733	0
734	0
735	0
736	0
737	0
738	0
739	0
740	0
741	1
742	1
743	0
744	0
745	0
746	0
747	0
748	0
749	0
750	0
751	0
752	0
753	0
754	0
755	0
756	0
757	0
758	1
759	0
760	0
761	0
762	0
763	0
764	0
765	0
766	0
767	1
768	0
769	0
770	0
771	1
772	0
773	0
774	0
775	0
776	0
777	0
778	0
779	0
780	0
781	0
782	0
783	0
784	1
785	0
786	0
787	0
788	0
789	0
790	0
791	2
792	0
793	1
794	0
795	0
796	0
797	0
798	0
799	0
800	0
801	0
802	0
803	0
804	0
805	0
806	0
807	0
808	0
809	0
810	1
811	0
812	0
813	0
814	0
815	0
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
834	0
835	0
836	0
837	0
838	0
839	0
840	0
841	0
842	0
843	1
844	1
845	0
846	0
847	0
848	0
849	0
850	0
851	0
852	0
853	0
854	0
855	0
856	0
857	0
858	0
859	0
860	1
861	1
862	0
863	0
864	0
865	0
866	0
867	0
868	0
869	0
870	0
871	0
872	0
873	0
874	0
875	0
876	0
877	0
878	0
879	0
880	0
881	0
882	0
883	0
884	0
885	0
886	0
887	0
888	0
889	0
890	0
891	0
892	0
893	0
894	0
895	0
896	0
897	0
898	0
899	0
900	0
901	0
902	0
903	0
904	1
905	0
906	0
907	0
908	0
909	0
910	0
911	0
912	0
913	0
914	0
915	0
916	0
917	0
918	0
919	0
920	0
921	0
922	0
923	0
924	0
925	0
926	0
927	0
928	0
929	0
930	0
931	0
932	0
933	0
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	0
950	0
951	0
952	0
953	0
954	0
955	1
956	0
957	0
958	0
959	0
960	0
961	0
962	0
963	0
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	0
974	0
975	0
976	0
977	0
978	0
979	0
980	0
981	0
982	0
983	0
984	0
985	0
986	0
987	0
988	0
989	0
990	0
991	0
992	0
993	0
994	0
995	0
996	0
997	0
998	0
999	0
1000	0
1001	0
1002	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	0
1010	0
1011	0
1012	0
1013	0
1014	0
1015	0
1016	0
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
