H	3	1024	"2018-04-13 08:47:25"	726	0.31
C	0.000000	0.001037	0.000000	"MeV"
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	1
55	1
56	0
57	3
58	0
59	0
60	0
61	1
62	0
63	1
64	1
65	0
66	1
67	2
68	0
69	1
70	0
71	0
72	1
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	35
93	589
94	785
95	792
96	800
97	765
98	754
99	758
100	837
101	752
102	809
103	758
104	752
105	748
106	714
107	681
108	747
109	710
110	693
111	701
112	698
113	773
114	756
115	720
116	703
117	762
118	741
119	752
120	735
121	767
122	758
123	757
124	760
125	756
126	804
127	792
128	831
129	803
130	773
131	791
132	721
133	684
134	736
135	651
136	644
137	670
138	697
139	684
140	624
141	635
142	654
143	650
144	593
145	636
146	644
147	633
148	637
149	629
150	684
151	610
152	637
153	665
154	628
155	562
156	665
157	630
158	593
159	561
160	584
161	614
162	596
163	579
164	588
165	568
166	580
167	567
168	594
169	563
170	623
171	563
172	574
173	611
174	603
175	592
176	571
177	592
178	589
179	574
180	574
181	584
182	573
183	517
184	560
185	536
186	549
187	528
188	561
189	557
190	543
191	564
192	543
193	564
194	532
195	542
196	504
197	476
198	501
199	516
200	505
201	489
202	449
203	504
204	502
205	499
206	510
207	455
208	481
209	473
210	482
211	455
212	442
213	448
214	495
215	498
216	496
217	481
218	473
219	440
220	437
221	450
222	460
223	433
224	443
225	446
226	461
227	437
228	404
229	407
230	430
231	427
232	426
233	421
234	419
235	376
236	410
237	379
238	421
239	370
240	390
241	391
242	421
243	406
244	430
245	426
246	403
247	400
248	376
249	386
250	428
251	379
252	381
253	365
254	336
255	388
256	382
257	405
258	371
259	368
260	372
261	370
262	345
263	372
264	371
265	348
266	360
267	340
268	360
269	349
270	389
271	322
272	334
273	358
274	381
275	342
276	359
277	321
278	334
279	315
280	352
281	317
282	352
283	322
284	353
285	389
286	314
287	315
288	297
289	310
290	318
291	320
292	329
293	274
294	338
295	317
296	282
297	284
298	331
299	314
300	308
301	301
302	313
303	279
304	329
305	257
306	326
307	289
308	280
309	284
310	272
311	267
312	290
313	268
314	275
315	273
316	260
317	240
318	268
319	255
320	245
321	245
322	269
323	272
324	240
325	252
326	252
327	241
328	245
329	271
330	231
331	195
332	229
333	232
334	218
335	203
336	201
337	212
338	191
339	197
340	205
341	209
342	218
343	177
344	207
345	189
346	197
347	189
348	160
349	226
350	182
351	164
352	189
353	185
354	175
355	168
356	163
357	167
358	161
359	162
360	163
361	157
362	135
363	135
364	163
365	147
366	139
367	125
368	152
369	151
370	168
371	137
372	148
373	132
374	139
375	136
376	132
377	128
378	130
379	128
380	113
381	122
382	107
383	122
384	117
385	124
386	110
387	116
388	107
389	107
390	107
391	107
392	104
393	95
394	99
395	86
396	91
397	86
398	95
399	95
400	87
401	75
402	80
403	75
404	77
405	86
406	78
407	96
408	80
409	66
410	72
411	92
412	74
413	70
414	89
415	84
416	63
417	73
418	74
419	54
420	63
421	68
422	66
423	64
424	53
425	65
426	72
427	65
428	59
429	74
430	68
431	58
432	62
433	54
434	61
435	44
436	47
437	41
438	54
439	51
440	55
441	47
442	43
443	51
444	42
445	56
446	51
447	34
448	36
449	45
450	41
451	45
452	47
453	39
454	45
455	43
456	55
457	33
458	32
459	41
460	36
461	31
462	30
463	40
464	41
465	44
466	37
467	23
468	36
469	33
470	31
471	32
472	32
473	44
474	37
475	26
476	34
477	28
478	28
479	35
480	26
481	21
482	29
483	22
484	24
485	33
486	22
487	28
488	30
489	32
490	32
491	23
492	38
493	32
494	23
495	25
496	29
497	28
498	28
499	31
500	40
501	23
502	26
503	28
504	35
505	25
506	23
507	33
508	31
509	28
510	34
511	25
512	20
513	32
514	25
515	28
516	33
517	35
518	30
519	34
520	28
